yr,y,fs
0.0,0.0,10.0
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
2.0427331130823516,0.0,
2.0427331130823516,1.5345,
2.0427331130823516,2.268,
2.0427331130823516,2.6590000000000003,
2.0427331130823516,2.781,
2.0427331130823516,2.8495,
2.0427331130823516,2.9375,
2.0427331130823516,2.9375,
2.0427331130823516,2.923,
2.0427331130823516,2.9425,
0.0,2.947,
0.0,2.253,
0.0,1.4369999999999998,
0.0,0.611,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
3.1967180547211167,0.0,
3.1967180547211167,1.994,
3.1967180547211167,3.309,
3.1967180547211167,3.6654999999999998,
3.1967180547211167,3.822,
3.1967180547211167,3.9005,
3.1967180547211167,3.9395000000000002,
3.1967180547211167,3.993,
3.1967180547211167,3.993,
3.1967180547211167,3.9589999999999996,
0.0,3.9684999999999997,
0.0,3.2795,
0.0,2.2485,
0.0,1.471,
0.0,0.7135,
0.0,0.033999999999999996,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
1.8011950881923036,0.0,
1.8011950881923036,1.4615,
1.8011950881923036,2.048,
1.8011950881923036,2.351,
1.8011950881923036,2.4975,
1.8011950881923036,2.561,
1.8011950881923036,2.5805,
1.8011950881923036,2.6100000000000003,
1.8011950881923036,2.6295,
1.8011950881923036,2.644,
0.0,2.649,
0.0,1.9355,
0.0,1.134,
0.0,0.44949999999999996,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
4.999999999999999,0.0,
4.999999999999999,1.9500000000000002,
4.999999999999999,4.438,
4.999999999999999,4.995,
4.999999999999999,5.0,
4.999999999999999,5.0,
4.999999999999999,5.0,
4.999999999999999,5.0,
4.999999999999999,5.0,
4.999999999999999,5.0,
0.0,5.0,
0.0,4.2715,
0.0,3.2845000000000004,
0.0,2.219,
0.0,1.432,
0.0,0.777,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
0.023916268628706123,0.0,
