yr,y,fs
0.0,0.0,10.0
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
1.9782269861246613,0.0,
1.9782269861246613,1.4905,
1.9782269861246613,2.3215,
1.9782269861246613,2.5905,
1.9782269861246613,2.7125,
1.9782269861246613,2.7910000000000004,
1.9782269861246613,2.859,
1.9782269861246613,2.8495,
1.9782269861246613,2.8545,
1.9782269861246613,2.923,
1.9782269861246613,2.8689999999999998,
1.9782269861246613,2.908,
1.9782269861246613,2.8689999999999998,
1.9782269861246613,2.9130000000000003,
1.9782269861246613,2.8885,
1.9782269861246613,2.908,
1.9782269861246613,2.8885,
1.9782269861246613,2.923,
1.9782269861246613,2.9375,
1.9782269861246613,2.8935,
0.0,2.923,
0.0,2.17,
0.0,1.4175,
0.0,0.748,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
1.912491450570564,0.0,
1.912491450570564,1.4175,
1.912491450570564,2.2485,
1.912491450570564,2.5075,
1.912491450570564,2.6345,
1.912491450570564,2.7615,
1.912491450570564,2.7615,
1.912491450570564,2.8005000000000004,
1.912491450570564,2.8299999999999996,
1.912491450570564,2.8299999999999996,
1.912491450570564,2.8005000000000004,
1.912491450570564,2.8495,
1.912491450570564,2.82,
1.912491450570564,2.7910000000000004,
1.912491450570564,2.8055000000000003,
1.912491450570564,2.8105,
1.912491450570564,2.8105,
1.912491450570564,2.8055000000000003,
1.912491450570564,2.786,
1.912491450570564,2.8149999999999995,
0.0,2.8149999999999995,
0.0,2.0235,
0.0,1.261,
0.0,0.562,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.7328217795816662,0.0,
0.7328217795816662,0.381,
0.7328217795816662,0.567,
0.7328217795816662,0.66,
0.7328217795816662,0.748,
0.7328217795816662,0.7525,
0.7328217795816662,0.748,
0.7328217795816662,0.7284999999999999,
0.7328217795816662,0.7430000000000001,
0.7328217795816662,0.7575,
0.7328217795816662,0.787,
0.7328217795816662,0.782,
0.7328217795816662,0.7575,
0.7328217795816662,0.738,
0.7328217795816662,0.7330000000000001,
0.7328217795816662,0.7675,
0.7328217795816662,0.7625,
0.7328217795816662,0.7675,
0.7328217795816662,0.772,
0.7328217795816662,0.7330000000000001,
0.0,0.7330000000000001,
0.0,0.308,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
2.144112926193537,0.0,
2.144112926193537,1.7545,
2.144112926193537,2.395,
2.144112926193537,2.7615,
2.144112926193537,2.8985,
2.144112926193537,2.9909999999999997,
2.144112926193537,3.001,
2.144112926193537,3.0645,
2.144112926193537,3.035,
2.144112926193537,3.045,
2.144112926193537,3.089,
2.144112926193537,3.0545,
2.144112926193537,3.035,
2.144112926193537,3.084,
2.144112926193537,3.079,
2.144112926193537,3.05,
2.144112926193537,3.05,
2.144112926193537,3.079,
2.144112926193537,3.0595,
2.144112926193537,3.04,
0.0,3.0695,
0.0,2.3655,
0.0,1.4025,
0.0,0.6645,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
5.0,0.0,
5.0,2.439,
