yr,y,fs
0.0,0.0,10.0
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
5.0,0.0,
5.0,1.4665,
5.0,2.9275,
5.0,3.3040000000000003,
5.0,3.3579999999999997,
5.0,3.348,
5.0,3.3579999999999997,
5.0,3.3625,
5.0,3.3725,
5.0,3.3625,
5.0,3.3579999999999997,
5.0,3.3674999999999997,
5.0,3.3625,
5.0,3.382,
5.0,3.3775,
5.0,3.3775,
5.0,3.3625,
5.0,3.3625,
5.0,3.3674999999999997,
5.0,3.3579999999999997,
5.0,3.3725,
5.0,3.3725,
5.0,3.3725,
5.0,3.3775,
5.0,3.387,
5.0,3.3725,
5.0,3.3674999999999997,
5.0,3.3674999999999997,
5.0,3.3775,
5.0,3.387,
5.0,3.387,
5.0,3.387,
5.0,3.3775,
5.0,3.3674999999999997,
5.0,3.3625,
5.0,3.3674999999999997,
5.0,3.3725,
5.0,3.387,
5.0,3.3775,
5.0,3.382,
5.0,3.3579999999999997,
5.0,3.3625,
5.0,3.3674999999999997,
5.0,3.382,
5.0,3.3674999999999997,
5.0,3.382,
5.0,3.3775,
5.0,3.387,
5.0,3.3674999999999997,
5.0,3.3775,
5.0,3.3674999999999997,
5.0,3.3775,
5.0,3.382,
5.0,3.387,
5.0,3.382,
5.0,3.3775,
5.0,3.3725,
5.0,3.3674999999999997,
5.0,3.387,
5.0,3.3775,
5.0,3.3775,
5.0,3.382,
5.0,3.3674999999999997,
5.0,3.3625,
5.0,3.3725,
5.0,3.3674999999999997,
5.0,3.3775,
5.0,3.3775,
5.0,3.3725,
5.0,3.3674999999999997,
5.0,3.3674999999999997,
5.0,3.3725,
5.0,3.3775,
5.0,3.3725,
5.0,3.387,
5.0,3.3775,
5.0,3.382,
5.0,3.3674999999999997,
5.0,3.3625,
5.0,3.3579999999999997,
5.0,3.3674999999999997,
5.0,3.3775,
5.0,3.382,
5.0,3.3775,
5.0,3.3625,
5.0,3.3674999999999997,
5.0,3.3674999999999997,
5.0,3.3625,
5.0,3.3775,
5.0,3.3674999999999997,
5.0,3.3775,
5.0,3.3725,
5.0,3.3674999999999997,
5.0,3.3529999999999998,
5.0,3.3625,
5.0,3.3725,
5.0,3.3674999999999997,
5.0,3.3775,
5.0,3.382,
5.0,3.382,
