yr,y,fs
0.0,0.0,10.0
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.9854378218088908,0.0,
0.9854378218088908,0.6405,
0.9854378218088908,0.9675,
0.9854378218088908,1.173,
0.9854378218088908,1.1484999999999999,
0.9854378218088908,1.2905,
0.9854378218088908,1.271,
0.9854378218088908,1.2365,
0.9854378218088908,1.2805,
0.9854378218088908,1.1975,
0.9854378218088908,1.2415,
0.9854378218088908,1.2365,
0.9854378218088908,1.266,
0.9854378218088908,1.261,
0.9854378218088908,1.339,
0.9854378218088908,1.315,
0.9854378218088908,1.2905,
0.9854378218088908,1.2365,
0.9854378218088908,1.271,
0.9854378218088908,1.261,
0.0,1.266,
0.0,0.782,
0.0,0.0735,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.6717653777736637,0.0,
0.6717653777736637,0.3275,
0.6717653777736637,0.41050000000000003,
0.6717653777736637,0.5325,
0.6717653777736637,0.616,
0.6717653777736637,0.6305,
0.6717653777736637,0.66,
0.6717653777736637,0.6695,
0.6717653777736637,0.6405,
0.6717653777736637,0.6890000000000001,
0.6717653777736637,0.6405,
0.6717653777736637,0.6990000000000001,
0.6717653777736637,0.611,
0.6717653777736637,0.6745,
0.6717653777736637,0.6795,
0.6717653777736637,0.65,
0.6717653777736637,0.6845,
0.6717653777736637,0.66,
0.6717653777736637,0.65,
0.6717653777736637,0.6890000000000001,
0.0,0.655,
0.0,0.0685,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
2.3519999954387525,0.0,
2.3519999954387525,1.916,
2.3519999954387525,2.6345,
2.3519999954387525,2.9570000000000003,
2.3519999954387525,3.1135,
2.3519999954387525,3.25,
2.3519999954387525,3.2990000000000004,
2.3519999954387525,3.2895000000000003,
2.3519999954387525,3.309,
2.3519999954387525,3.3139999999999996,
2.3519999954387525,3.2845000000000004,
2.3519999954387525,3.2940000000000005,
2.3519999954387525,3.3234999999999997,
2.3519999954387525,3.2895000000000003,
2.3519999954387525,3.3139999999999996,
2.3519999954387525,3.2895000000000003,
2.3519999954387525,3.3234999999999997,
2.3519999954387525,3.2990000000000004,
2.3519999954387525,3.2895000000000003,
2.3519999954387525,3.3185,
0.0,3.3040000000000003,
0.0,2.5269999999999997,
0.0,1.7449999999999999,
0.0,0.992,
0.0,0.21499999999999997,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
1.631997523431298,0.0,
1.631997523431298,1.212,
1.631997523431298,1.862,
1.631997523431298,2.1015,
1.631997523431298,2.2385,
1.631997523431298,2.2925,
1.631997523431298,2.341,
1.631997523431298,2.3655,
1.631997523431298,2.385,
1.631997523431298,2.395,
1.631997523431298,2.385,
1.631997523431298,2.385,
1.631997523431298,2.3805,
1.631997523431298,2.4195,
1.631997523431298,2.4145,
1.631997523431298,2.3805,
1.631997523431298,2.4,
1.631997523431298,2.4145,
1.631997523431298,2.3805,
1.631997523431298,2.3805,
0.0,2.4,
0.0,1.6815,
0.0,0.8799999999999999,
0.0,0.2295,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
