yr,y,fs
0.0,0.0,10.0
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
4.7,0.0,
4.7,1.6325,
4.7,3.2745,
4.7,3.6315,
4.7,3.6654999999999998,
4.7,3.6755,
4.7,3.6755,
4.7,3.695,
4.7,3.685,
4.7,3.6755,
4.7,3.685,
4.7,3.6805,
4.7,3.6805,
4.7,3.6805,
4.7,3.695,
4.7,3.695,
4.7,3.6654999999999998,
4.7,3.6805,
4.7,3.6654999999999998,
4.7,3.685,
4.7,3.69,
4.7,3.6805,
4.7,3.6755,
4.7,3.6755,
4.7,3.705,
4.7,3.6755,
4.7,3.6704999999999997,
4.7,3.6755,
4.7,3.685,
4.7,3.6805,
4.7,3.6755,
4.7,3.69,
4.7,3.6755,
4.7,3.7,
4.7,3.69,
4.7,3.6755,
4.7,3.6805,
4.7,3.69,
4.7,3.695,
4.7,3.6805,
4.7,3.6805,
4.7,3.695,
4.7,3.685,
4.7,3.6704999999999997,
4.7,3.6805,
4.7,3.685,
4.7,3.685,
4.7,3.69,
4.7,3.6704999999999997,
4.7,3.6755,
4.7,3.7,
4.7,3.6805,
4.7,3.6704999999999997,
4.7,3.685,
4.7,3.69,
4.7,3.6755,
4.7,3.6755,
4.7,3.685,
4.7,3.6704999999999997,
4.7,3.69,
4.7,3.685,
4.7,3.6755,
4.7,3.695,
4.7,3.6805,
4.7,3.685,
4.7,3.6755,
4.7,3.685,
4.7,3.695,
4.7,3.6755,
4.7,3.6805,
4.7,3.6654999999999998,
4.7,3.6704999999999997,
4.7,3.69,
4.7,3.6704999999999997,
4.7,3.695,
4.7,3.6805,
4.7,3.695,
4.7,3.6704999999999997,
4.7,3.6609999999999996,
4.7,3.695,
4.7,3.6755,
4.7,3.69,
4.7,3.6805,
4.7,3.685,
4.7,3.69,
4.7,3.69,
4.7,3.6704999999999997,
4.7,3.6654999999999998,
4.7,3.705,
4.7,3.685,
4.7,3.6805,
4.7,3.685,
4.7,3.6704999999999997,
4.7,3.69,
4.7,3.6704999999999997,
4.7,3.69,
4.7,3.6755,
4.7,3.6805,
4.7,3.69,
4.7,3.685,
