yr,y,fs
0.0,0.0,10.0
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
1.2292612949781039,0.0,
1.2292612949781039,0.8599999999999999,
1.2292612949781039,1.3539999999999999,
1.2292612949781039,1.5345,
1.2292612949781039,1.6420000000000001,
1.2292612949781039,1.6764999999999999,
1.2292612949781039,1.6815,
1.2292612949781039,1.73,
1.2292612949781039,1.779,
1.2292612949781039,1.7890000000000001,
1.2292612949781039,1.8085,
1.2292612949781039,1.774,
1.2292612949781039,1.779,
1.2292612949781039,1.8085,
1.2292612949781039,1.7595,
1.2292612949781039,1.7399999999999998,
1.2292612949781039,1.7155,
1.2292612949781039,1.7449999999999999,
1.2292612949781039,1.7255,
1.2292612949781039,1.7105000000000001,
0.0,1.7545,
0.0,1.051,
0.0,0.4205,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
3.331985657454818,0.0,
3.331985657454818,1.8575,
3.331985657454818,3.3725,
3.331985657454818,3.7880000000000003,
3.331985657454818,3.915,
3.331985657454818,3.9884999999999997,
3.331985657454818,4.0175,
3.331985657454818,4.0565,
3.331985657454818,4.0225,
3.331985657454818,4.0615000000000006,
3.331985657454818,4.0325,
3.331985657454818,4.052,
3.331985657454818,4.037,
3.331985657454818,4.042,
3.331985657454818,4.0325,
3.331985657454818,4.0325,
3.331985657454818,4.0615000000000006,
3.331985657454818,4.052,
3.331985657454818,4.0760000000000005,
3.331985657454818,4.0325,
0.0,4.0760000000000005,
0.0,3.1624999999999996,
0.0,2.307,
0.0,1.4860000000000002,
0.0,0.8505,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.49142953974559633,0.0,
0.49142953974559633,0.127,
0.49142953974559633,0.2345,
0.49142953974559633,0.17600000000000002,
0.49142953974559633,0.1855,
0.49142953974559633,0.2495,
0.49142953974559633,0.1615,
0.49142953974559633,0.259,
0.49142953974559633,0.27849999999999997,
0.49142953974559633,0.21999999999999997,
0.49142953974559633,0.2445,
0.49142953974559633,0.20049999999999998,
0.49142953974559633,0.1955,
0.49142953974559633,0.298,
0.49142953974559633,0.2345,
0.49142953974559633,0.264,
0.49142953974559633,0.254,
0.49142953974559633,0.21000000000000002,
0.49142953974559633,0.2495,
0.49142953974559633,0.21499999999999997,
0.0,0.259,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
1.0780459777912395,0.0,
1.0780459777912395,0.7625,
1.0780459777912395,1.1095,
1.0780459777912395,1.2415,
1.0780459777912395,1.3439999999999999,
1.0780459777912395,1.4465,
1.0780459777912395,1.4074999999999998,
1.0780459777912395,1.427,
1.0780459777912395,1.4905,
1.0780459777912395,1.4615,
1.0780459777912395,1.432,
1.0780459777912395,1.383,
1.0780459777912395,1.4565000000000001,
1.0780459777912395,1.515,
1.0780459777912395,1.4954999999999998,
1.0780459777912395,1.471,
1.0780459777912395,1.393,
1.0780459777912395,1.442,
1.0780459777912395,1.481,
1.0780459777912395,1.4905,
0.0,1.4175,
0.0,0.8065,
0.0,0.2445,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
5.0,0.0,
5.0,1.9255,
5.0,4.482,
5.0,4.9855,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
5.0,5.0,
