yr,u,y,fs
0.0,0.0,0.0,10.0
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
4.0,1.7352,0.0,
4.0,2.38839874,1.0995000000000001,
4.0,2.7142806997580005,2.0725,
4.0,2.9111622314633188,2.6,
4.0,3.035734362211691,2.8885,
4.0,3.1054984770836915,3.079,
4.0,3.1434589234842933,3.1965,
4.0,3.1723067736277377,3.2455,
4.0,3.1715583548571025,3.3234999999999997,
4.0,3.1677166109946473,3.3529999999999998,
4.0,3.1677701495186863,3.3529999999999998,
4.0,3.1762793990541534,3.3335,
4.0,3.177714813094026,3.343,
4.0,3.175897465425174,3.3529999999999998,
4.0,3.1797711558637602,3.343,
4.0,3.1884517416975844,3.3285,
4.0,3.184159646448127,3.3529999999999998,
4.0,3.1896793408279605,3.338,
4.0,3.190823638553551,3.343,
4.0,3.2009736022331117,3.3234999999999997,
4.0,3.195269873211755,3.3529999999999998,
4.0,3.1979172902374513,3.343,
4.0,3.201328125765421,3.338,
4.0,3.19956605540447,3.348,
4.0,3.2034915240973665,3.338,
4.0,3.2100516106220036,3.3285,
4.0,3.2065612436696305,3.348,
4.0,3.2035369169453425,3.3529999999999998,
4.0,3.2034920301027023,3.348,
4.0,3.2006619845972013,3.3529999999999998,
4.0,3.2070891809721984,3.3335,
4.0,3.2044053358166584,3.348,
4.0,3.201517478059464,3.3529999999999998,
4.0,3.2100595216983003,3.3285,
4.0,3.2065686539747977,3.348,
4.0,3.1950847581781927,3.3725,
4.0,3.1916988929855132,3.3625,
4.0,3.1914104530595306,3.3529999999999998,
4.0,3.183674071380862,3.3674999999999997,
4.0,3.1760535026624535,3.3725,
4.0,3.18233141594392,3.343,
4.0,3.1908499373146704,3.3285,
4.0,3.190744036282652,3.343,
4.0,3.19027093878596,3.348,
4.0,3.190446788360809,3.348,
4.0,3.1949495066575695,3.338,
4.0,3.1851321028861452,3.3674999999999997,
4.0,3.1774192407734523,3.3725,
4.0,3.185779702832493,3.338,
4.0,3.1850018476431963,3.348,
0.0,1.4459732306873816,3.3579999999999997,
0.0,0.5043351251848702,2.918,
0.0,0.0,2.3215,
0.0,0.0,1.603,
0.0,0.0,0.8505,
0.0,0.0,0.303,
0.0,0.0375114,0.0,
0.0,0.03513692838,0.0,
0.0,0.032912760813546,0.0,
0.0,0.03082938305404854,0.0,
0.0,0.028877883106727262,0.0,
0.0,0.027049913106071428,0.0,
0.0,0.02533765360645711,0.0,
0.0,0.023733780133168368,0.0,
0.0,0.02223143185073881,0.0,
0.0,0.020824182214587043,0.0,
0.0,0.019506011480403682,0.0,
0.0,0.018271280953694128,0.0,
0.0,0.01711470886932529,0.0,
0.0,0.016031347797897,0.0,
0.0,0.015016563482290118,0.0,
0.0,0.014066015013861153,0.0,
0.0,0.013175636263483741,0.0,
0.0,0.01234161848800522,0.0,
0.0,0.01156039403771449,0.0,
0.0,0.010828621095127161,0.0,
0.0,0.010143169379805611,0.0,
0.0,0.009501106758063916,0.0,
0.0,0.00889968670027847,0.0,
0.0,0.008336336532150844,0.0,
0.0,0.007808646429665694,0.0,
0.0,0.007314359110667856,0.0,
0.0,0.006851360178962581,0.0,
0.0,0.00641766907963425,0.0,
0.0,0.006011430626893401,0.0,
0.0,0.005630907068211048,0.0,
0.0,0.005274470650793289,0.0,
0.0,0.004940596658598073,0.0,
0.0,0.004627856890108815,0.0,
0.0,0.0043349135489649275,0.0,
0.0,0.004060513521315447,0.0,
0.0,0.0038034830154161795,0.0,
0.0,0.0035627225405403347,0.0,
0.0,0.0033372022037241314,0.0,
0.0,0.0031259573042283937,0.0,
0.0,0.0029280842068707363,0.0,
0.0,0.0027427364765758187,0.0,
0.0,0.0025691212576085696,0.0,
0.0,0.002406495882001947,0.0,
0.0,0.0022541646926712237,0.0,
5.0,2.171111476067625,0.0,
5.0,2.9731066196325444,1.4074999999999998,
5.0,3.468037470609805,2.4,
5.0,3.7725406987202046,3.05,
5.0,3.9898792724912155,3.392,
5.0,4.174417214542522,3.5335,
5.0,4.305361004861981,3.6704999999999997,
5.0,4.415261353254217,3.739,
5.0,4.505429109593225,3.7880000000000003,
5.0,4.572747146955973,3.8415,
5.0,4.60208385255366,3.9345000000000003,
5.0,4.613530644687014,3.9979999999999998,
5.0,4.6533703548783265,3.949,
5.0,4.665534811414528,3.993,
5.0,4.667410357851988,4.0275,
5.0,4.677776282199957,4.0175,
