yr,u,y,fs
0.0,0.0,0.0,10.0
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
4.0,5.0,0.0,
4.0,5.0,1.5884999999999998,
4.0,0.0,3.8369999999999997,
4.0,2.5951190000000013,3.3185,
4.0,3.01638757161,3.0985,
4.0,2.5637242526424178,3.1574999999999998,
4.0,2.8527903169134925,3.0985,
4.0,2.799207626815397,3.0985,
4.0,2.7980722096122186,3.0985,
4.0,2.856773150121683,3.084,
4.0,2.8028430230510786,3.0940000000000003,
4.0,2.7328452436584527,3.1135,
4.0,2.870570990713123,3.084,
4.0,2.764660399293211,3.1035000000000004,
4.0,2.820625153861023,3.0940000000000003,
4.0,2.7332220470103152,3.1135,
4.0,2.811853975176149,3.0985,
4.0,2.7780901857339826,3.1035000000000004,
4.0,2.8816597310357035,3.079,
4.0,2.759835369700647,3.1035000000000004,
4.0,2.761797911483957,3.1085000000000003,
4.0,2.825624497744345,3.0940000000000003,
4.0,2.852802983107203,3.084,
4.0,2.7237838952120415,3.1135,
4.0,2.8703789807395435,3.084,
4.0,2.803131330601871,3.0940000000000003,
4.0,2.753101352895454,3.1085000000000003,
4.0,2.845690217667855,3.089,
4.0,2.827918175712382,3.089,
4.0,2.669591586143345,3.128,
4.0,2.9223796457103783,3.0745,
4.0,2.6366692246926022,3.133,
4.0,3.0077420208712367,3.0545,
4.0,2.697213053422262,3.1135,
4.0,2.7908409446020177,3.1035000000000004,
4.0,2.861679919616117,3.084,
4.0,2.784721997496666,3.0985,
4.0,2.797765259126954,3.0985,
4.0,2.7575416458409,3.1085000000000003,
4.0,2.8660343074753687,3.084,
4.0,2.7848142669754035,3.0985,
4.0,2.737017214317209,3.1135,
4.0,2.811934394771382,3.0985,
4.0,2.8570668898252056,3.084,
4.0,2.644899247395396,3.133,
4.0,2.8884414150523083,3.084,
4.0,2.823764073584959,3.089,
4.0,2.768728560719265,3.1035000000000004,
4.0,2.8409613582016413,3.089,
4.0,2.7893429711802926,3.0985,
0.0,0.0,3.0985,
0.0,0.0,2.4779999999999998,
0.0,0.0,1.7349999999999999,
0.0,0.0,0.948,
0.0,0.0,0.42500000000000004,
0.0,0.43010000000000004,0.0,
0.0,0.0,0.0635,
0.0,0.064262,0.0,
0.0,0.00136171178,0.0,
0.0,2.88546726182e-05,0.0,
0.0,6.114305127796581e-07,0.0,
0.0,1.2956212565800956e-08,0.0,
0.0,2.7454214426932227e-10,0.0,
0.0,5.817548037066938e-12,0.0,
0.0,1.2327384290544843e-13,0.0,
0.0,2.612172731166452e-15,0.0,
0.0,5.535194017341712e-17,0.0,
0.0,1.1729076122747088e-18,0.0,
0.0,2.485391230410108e-20,0.0,
0.0,5.266544017239019e-22,0.0,
0.0,1.1159806772529481e-23,0.0,
0.0,2.3647630550989973e-25,0.0,
0.0,5.0109329137547754e-27,0.0,
0.0,1.061816684424637e-28,0.0,
0.0,2.249989554295806e-30,0.0,
0.0,4.767727865552813e-32,0.0,
0.0,1.0102815347106412e-33,0.0,
0.0,2.1407865720518485e-35,0.0,
0.0,4.536326746177867e-37,0.0,
0.0,9.6124763751509e-39,0.0,
0.0,2.0368837438944757e-40,0.0,
0.0,4.316156653312394e-42,0.0,
0.0,9.145935948368962e-44,0.0,
0.0,1.9380238274593832e-45,0.0,
0.0,4.106672490386433e-47,0.0,
0.0,8.702039007128851e-49,0.0,
0.0,1.8439620656106034e-50,0.0,
0.0,3.907355617028869e-52,0.0,
0.0,8.279686552484173e-54,0.0,
0.0,1.7544655804713963e-55,0.0,
0.0,3.717712565018889e-57,0.0,
0.0,7.8778329252750265e-59,0.0,
0.0,1.6693127968657784e-60,0.0,
0.0,3.537273816558584e-62,0.0,
0.0,7.495483217287641e-64,0.0,
0.0,1.588292893743251e-65,0.0,
0.0,3.365592641841949e-67,0.0,
0.0,7.13169080806309e-69,0.0,
0.0,1.511205282228569e-70,0.0,
0.0,3.2022439930423373e-72,0.0,
5.0,5.0,0.0,
5.0,5.0,2.165,
5.0,1.631179999999999,3.915,
5.0,5.0,3.4945,
5.0,2.561509,4.0175,
5.0,4.54368837571,3.646,
5.0,3.3774577566812947,3.8514999999999997,
5.0,4.293761329864077,3.6704999999999997,
5.0,4.089505802579819,3.6805,
5.0,3.977847627956666,3.7095000000000002,
5.0,3.9845795912364017,3.7145,
5.0,4.127482241538299,3.6805,
5.0,4.037377348698197,3.695,
